09:35:09.303 |I| Launcher                      | :1                 | Checking if build hasn't expired.
10:45:25.854 |I| Launcher                      | :1                 | Subscribing for events
10:45:25.882 |I| Launcher                      | :1                 | Start running backend
10:45:25.885 |V| Launcher                      | :1                 | Waiting connection...
10:45:27.184 |V| Launcher                      | :1                 | Ready!
10:51:28.626 |V| Base                          | :1                 | closing server socket
10:51:28.649 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
10:51:28.654 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
10:51:28.654 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
10:51:28.656 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
10:51:28.660 |V| Server                        | ServerSocket-UnityServer-Receiver:256 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
10:51:28.664 |V| Server                        | ServerSocket-UnityServer-Receiver:256 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1065
10:51:28.670 |V| Server                        | ServerSocket-UnityServer-Receiver:256 | ServerSocket-UnityServer: terminated.
10:51:28.671 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
10:51:34.952 |I| Launcher                      | :1                 | Checking if build hasn't expired.
10:51:34.975 |I| Launcher                      | :1                 | Starting RiderFlow frontend
10:51:35.005 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
10:51:35.049 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 49949
10:51:35.051 |V| Server                        | ServerSocket-UnityServer-Receiver:264 | ServerSocket-UnityServer : accepting, port: 49949
10:51:36.984 |V| Server                        | ServerSocket-UnityServer-Receiver:264 | ServerSocket-UnityServer : accepted
10:51:36.985 |V| Server                        | ServerSocket-UnityServer-Receiver:264 | ServerSocket-UnityServer : connected
10:51:37.043 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:264 | RESUME :: state=AsyncProcessing
10:51:39.808 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
10:51:39.810 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
10:51:39.814 |I| Launcher                      | :1                 | Creating Root ScriptableObject
10:51:39.814 |I| Launcher                      | :1                 | Subscribing for events
10:51:39.838 |I| Launcher                      | :1                 | Start running backend
10:51:39.842 |V| Launcher                      | :1                 | Waiting connection...
10:51:40.844 |V| Launcher                      | :1                 | Ready!
10:51:47.938 |V| Base                          | :1                 | closing server socket
10:51:47.953 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
10:51:47.964 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
10:51:47.964 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
10:51:47.966 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
10:51:47.967 |V| Server                        | ServerSocket-UnityServer-Receiver:264 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
10:51:47.969 |V| Server                        | ServerSocket-UnityServer-Receiver:264 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1065
10:51:47.973 |V| Server                        | ServerSocket-UnityServer-Receiver:264 | ServerSocket-UnityServer: terminated.
10:51:47.973 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
10:51:56.925 |I| Launcher                      | :1                 | Checking if build hasn't expired.
10:51:56.948 |I| Launcher                      | :1                 | Starting RiderFlow frontend
10:51:56.979 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
10:51:57.033 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 49954
10:51:57.036 |V| Server                        | ServerSocket-UnityServer-Receiver:272 | ServerSocket-UnityServer : accepting, port: 49954
10:51:57.846 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
10:51:57.849 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
10:51:57.854 |I| Launcher                      | :1                 | Creating Root ScriptableObject
10:51:57.854 |I| Launcher                      | :1                 | Subscribing for events
10:51:57.888 |I| Launcher                      | :1                 | Start running backend
10:51:57.892 |V| Launcher                      | :1                 | Waiting connection...
10:51:58.496 |V| Server                        | ServerSocket-UnityServer-Receiver:272 | ServerSocket-UnityServer : accepted
10:51:58.497 |V| Server                        | ServerSocket-UnityServer-Receiver:272 | ServerSocket-UnityServer : connected
10:51:58.539 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:272 | RESUME :: state=AsyncProcessing
10:51:59.939 |V| Launcher                      | :1                 | Ready!
10:52:10.291 |V| Base                          | :1                 | closing server socket
10:52:10.312 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
10:52:10.314 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
10:52:10.314 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
10:52:10.315 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
10:52:10.316 |V| Server                        | ServerSocket-UnityServer-Receiver:272 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
10:52:10.318 |V| Server                        | ServerSocket-UnityServer-Receiver:272 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1065
10:52:10.321 |V| Server                        | ServerSocket-UnityServer-Receiver:272 | ServerSocket-UnityServer: terminated.
10:52:10.321 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
10:52:19.191 |I| Launcher                      | :1                 | Checking if build hasn't expired.
10:52:19.215 |I| Launcher                      | :1                 | Starting RiderFlow frontend
10:52:19.246 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
10:52:19.299 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 49957
10:52:19.303 |V| Server                        | ServerSocket-UnityServer-Receiver:281 | ServerSocket-UnityServer : accepting, port: 49957
10:52:20.073 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
10:52:20.076 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
10:52:20.081 |I| Launcher                      | :1                 | Creating Root ScriptableObject
10:52:20.081 |I| Launcher                      | :1                 | Subscribing for events
10:52:20.120 |I| Launcher                      | :1                 | Start running backend
10:52:20.124 |V| Launcher                      | :1                 | Waiting connection...
10:52:20.729 |V| Server                        | ServerSocket-UnityServer-Receiver:281 | ServerSocket-UnityServer : accepted
10:52:20.731 |V| Server                        | ServerSocket-UnityServer-Receiver:281 | ServerSocket-UnityServer : connected
10:52:20.771 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:281 | RESUME :: state=AsyncProcessing
10:52:22.191 |V| Launcher                      | :1                 | Ready!
10:54:32.540 |V| Base                          | :1                 | closing server socket
10:54:32.561 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
10:54:32.612 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
10:54:32.612 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
10:54:32.613 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
10:54:32.614 |V| Server                        | ServerSocket-UnityServer-Receiver:281 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
10:54:32.617 |V| Server                        | ServerSocket-UnityServer-Receiver:281 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1283
10:54:32.623 |V| Server                        | ServerSocket-UnityServer-Receiver:281 | ServerSocket-UnityServer: terminated.
10:54:32.624 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
10:54:38.705 |I| Launcher                      | :1                 | Checking if build hasn't expired.
10:54:38.728 |I| Launcher                      | :1                 | Starting RiderFlow frontend
10:54:38.755 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
10:54:38.797 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 49978
10:54:38.800 |V| Server                        | ServerSocket-UnityServer-Receiver:290 | ServerSocket-UnityServer : accepting, port: 49978
10:54:40.710 |V| Server                        | ServerSocket-UnityServer-Receiver:290 | ServerSocket-UnityServer : accepted
10:54:40.712 |V| Server                        | ServerSocket-UnityServer-Receiver:290 | ServerSocket-UnityServer : connected
10:54:40.745 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:290 | RESUME :: state=AsyncProcessing
10:54:43.486 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
10:54:43.488 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
10:54:43.492 |I| Launcher                      | :1                 | Creating Root ScriptableObject
10:54:43.492 |I| Launcher                      | :1                 | Subscribing for events
10:54:43.517 |I| Launcher                      | :1                 | Start running backend
10:54:43.520 |V| Launcher                      | :1                 | Waiting connection...
10:54:44.481 |V| Launcher                      | :1                 | Ready!
10:54:46.065 |V| Base                          | :1                 | closing server socket
10:54:46.080 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
10:54:46.083 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
10:54:46.083 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
10:54:46.084 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
10:54:46.086 |V| Server                        | ServerSocket-UnityServer-Receiver:290 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
10:54:46.088 |V| Server                        | ServerSocket-UnityServer-Receiver:290 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1065
10:54:46.090 |V| Server                        | ServerSocket-UnityServer-Receiver:290 | ServerSocket-UnityServer: terminated.
10:54:46.090 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
10:54:55.420 |I| Launcher                      | :1                 | Checking if build hasn't expired.
10:54:55.442 |I| Launcher                      | :1                 | Starting RiderFlow frontend
10:54:55.474 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
10:54:55.525 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 49984
10:54:55.531 |V| Server                        | ServerSocket-UnityServer-Receiver:298 | ServerSocket-UnityServer : accepting, port: 49984
10:54:56.330 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
10:54:56.333 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
10:54:56.339 |I| Launcher                      | :1                 | Creating Root ScriptableObject
10:54:56.339 |I| Launcher                      | :1                 | Subscribing for events
10:54:56.375 |I| Launcher                      | :1                 | Start running backend
10:54:56.379 |V| Launcher                      | :1                 | Waiting connection...
10:54:56.970 |V| Server                        | ServerSocket-UnityServer-Receiver:298 | ServerSocket-UnityServer : accepted
10:54:56.971 |V| Server                        | ServerSocket-UnityServer-Receiver:298 | ServerSocket-UnityServer : connected
10:54:57.004 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:298 | RESUME :: state=AsyncProcessing
10:54:58.538 |V| Launcher                      | :1                 | Ready!
10:55:12.625 |V| Base                          | :1                 | closing server socket
10:55:12.643 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
10:55:12.645 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
10:55:12.645 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
10:55:12.647 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
10:55:12.648 |V| Server                        | ServerSocket-UnityServer-Receiver:298 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
10:55:12.652 |V| Server                        | ServerSocket-UnityServer-Receiver:298 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1065
10:55:12.655 |V| Server                        | ServerSocket-UnityServer-Receiver:298 | ServerSocket-UnityServer: terminated.
10:55:12.657 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
10:55:21.483 |I| Launcher                      | :1                 | Checking if build hasn't expired.
10:55:21.506 |I| Launcher                      | :1                 | Starting RiderFlow frontend
10:55:21.546 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
10:55:21.602 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 49989
10:55:21.605 |V| Server                        | ServerSocket-UnityServer-Receiver:307 | ServerSocket-UnityServer : accepting, port: 49989
10:55:22.520 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
10:55:22.525 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
10:55:22.531 |I| Launcher                      | :1                 | Creating Root ScriptableObject
10:55:22.532 |I| Launcher                      | :1                 | Subscribing for events
10:55:22.566 |I| Launcher                      | :1                 | Start running backend
10:55:22.571 |V| Launcher                      | :1                 | Waiting connection...
10:55:22.991 |V| Server                        | ServerSocket-UnityServer-Receiver:307 | ServerSocket-UnityServer : accepted
10:55:22.991 |V| Server                        | ServerSocket-UnityServer-Receiver:307 | ServerSocket-UnityServer : connected
10:55:23.022 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:307 | RESUME :: state=AsyncProcessing
10:55:24.433 |V| Launcher                      | :1                 | Ready!
11:00:46.240 |V| Base                          | :1                 | closing server socket
11:00:46.267 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
11:00:46.269 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
11:00:46.270 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
11:00:46.272 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
11:00:46.273 |V| Server                        | ServerSocket-UnityServer-Receiver:307 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
11:00:46.276 |V| Server                        | ServerSocket-UnityServer-Receiver:307 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1283
11:00:46.279 |V| Server                        | ServerSocket-UnityServer-Receiver:307 | ServerSocket-UnityServer: terminated.
11:00:46.279 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
11:00:52.577 |I| Launcher                      | :1                 | Checking if build hasn't expired.
11:00:52.600 |I| Launcher                      | :1                 | Starting RiderFlow frontend
11:00:52.627 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
11:00:52.678 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 50022
11:00:52.680 |V| Server                        | ServerSocket-UnityServer-Receiver:316 | ServerSocket-UnityServer : accepting, port: 50022
11:00:54.582 |V| Server                        | ServerSocket-UnityServer-Receiver:316 | ServerSocket-UnityServer : accepted
11:00:54.583 |V| Server                        | ServerSocket-UnityServer-Receiver:316 | ServerSocket-UnityServer : connected
11:00:54.615 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:316 | RESUME :: state=AsyncProcessing
11:00:57.123 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
11:00:57.126 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
11:00:57.131 |I| Launcher                      | :1                 | Creating Root ScriptableObject
11:00:57.131 |I| Launcher                      | :1                 | Subscribing for events
11:00:57.159 |I| Launcher                      | :1                 | Start running backend
11:00:57.163 |V| Launcher                      | :1                 | Waiting connection...
11:00:58.140 |V| Launcher                      | :1                 | Ready!
11:02:54.760 |V| Base                          | :1                 | closing server socket
11:02:54.780 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
11:02:54.782 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
11:02:54.782 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
11:02:54.784 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
11:02:54.786 |V| Server                        | ServerSocket-UnityServer-Receiver:316 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
11:02:54.790 |V| Server                        | ServerSocket-UnityServer-Receiver:316 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1065
11:02:54.794 |V| Server                        | ServerSocket-UnityServer-Receiver:316 | ServerSocket-UnityServer: terminated.
11:02:54.794 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
11:03:03.563 |I| Launcher                      | :1                 | Checking if build hasn't expired.
11:03:03.588 |I| Launcher                      | :1                 | Starting RiderFlow frontend
11:03:03.626 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
11:03:03.687 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 50028
11:03:03.689 |V| Server                        | ServerSocket-UnityServer-Receiver:325 | ServerSocket-UnityServer : accepting, port: 50028
11:03:04.502 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
11:03:04.505 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
11:03:04.512 |I| Launcher                      | :1                 | Creating Root ScriptableObject
11:03:04.512 |I| Launcher                      | :1                 | Subscribing for events
11:03:04.550 |I| Launcher                      | :1                 | Start running backend
11:03:04.558 |V| Launcher                      | :1                 | Waiting connection...
11:03:05.058 |V| Server                        | ServerSocket-UnityServer-Receiver:325 | ServerSocket-UnityServer : accepted
11:03:05.059 |V| Server                        | ServerSocket-UnityServer-Receiver:325 | ServerSocket-UnityServer : connected
11:03:05.088 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:325 | RESUME :: state=AsyncProcessing
11:03:06.439 |V| Launcher                      | :1                 | Ready!
11:09:19.393 |V| Base                          | :1                 | closing server socket
11:09:19.409 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
11:09:19.411 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
11:09:19.411 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
11:09:19.413 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
11:09:19.414 |V| Server                        | ServerSocket-UnityServer-Receiver:325 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
11:09:19.415 |V| Server                        | ServerSocket-UnityServer-Receiver:325 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1969
11:09:19.417 |V| Server                        | ServerSocket-UnityServer-Receiver:325 | ServerSocket-UnityServer: terminated.
11:09:19.418 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
11:09:25.325 |I| Launcher                      | :1                 | Checking if build hasn't expired.
11:09:25.348 |I| Launcher                      | :1                 | Starting RiderFlow frontend
11:09:25.374 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
11:09:25.418 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 50069
11:09:25.421 |V| Server                        | ServerSocket-UnityServer-Receiver:335 | ServerSocket-UnityServer : accepting, port: 50069
11:09:27.319 |V| Server                        | ServerSocket-UnityServer-Receiver:335 | ServerSocket-UnityServer : accepted
11:09:27.322 |V| Server                        | ServerSocket-UnityServer-Receiver:335 | ServerSocket-UnityServer : connected
11:09:27.353 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:335 | RESUME :: state=AsyncProcessing
11:09:38.041 |I| Launcher                      | :1                 | Checking if build hasn't expired.
11:09:38.063 |I| Launcher                      | :1                 | Starting RiderFlow frontend
11:09:38.097 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
11:09:38.144 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 50078
11:09:38.147 |V| Server                        | ServerSocket-UnityServer-Receiver:343 | ServerSocket-UnityServer : accepting, port: 50078
11:09:38.993 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
11:09:38.996 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
11:09:39.001 |I| Launcher                      | :1                 | Creating Root ScriptableObject
11:09:39.001 |I| Launcher                      | :1                 | Subscribing for events
11:09:39.032 |I| Launcher                      | :1                 | Start running backend
11:09:39.038 |V| Launcher                      | :1                 | Waiting connection...
11:09:39.588 |V| Server                        | ServerSocket-UnityServer-Receiver:343 | ServerSocket-UnityServer : accepted
11:09:39.589 |V| Server                        | ServerSocket-UnityServer-Receiver:343 | ServerSocket-UnityServer : connected
11:09:39.608 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:343 | RESUME :: state=AsyncProcessing
11:09:40.932 |V| Launcher                      | :1                 | Ready!
11:10:08.683 |V| Base                          | :1                 | closing server socket
11:10:08.701 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
11:10:08.704 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
11:10:08.704 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
11:10:08.705 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
11:10:08.706 |V| Server                        | ServerSocket-UnityServer-Receiver:343 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
11:10:08.709 |V| Server                        | ServerSocket-UnityServer-Receiver:343 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1283
11:10:08.711 |V| Server                        | ServerSocket-UnityServer-Receiver:343 | ServerSocket-UnityServer: terminated.
11:10:08.712 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
11:10:14.912 |I| Launcher                      | :1                 | Checking if build hasn't expired.
11:10:14.937 |I| Launcher                      | :1                 | Starting RiderFlow frontend
11:10:14.968 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
11:10:15.013 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 50111
11:10:15.016 |V| Server                        | ServerSocket-UnityServer-Receiver:352 | ServerSocket-UnityServer : accepting, port: 50111
11:10:16.916 |V| Server                        | ServerSocket-UnityServer-Receiver:352 | ServerSocket-UnityServer : accepted
11:10:16.919 |V| Server                        | ServerSocket-UnityServer-Receiver:352 | ServerSocket-UnityServer : connected
11:10:16.959 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:352 | RESUME :: state=AsyncProcessing
11:10:27.917 |I| Launcher                      | :1                 | Checking if build hasn't expired.
11:10:27.943 |I| Launcher                      | :1                 | Starting RiderFlow frontend
11:10:27.991 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
11:10:28.059 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 50114
11:10:28.062 |V| Server                        | ServerSocket-UnityServer-Receiver:361 | ServerSocket-UnityServer : accepting, port: 50114
11:10:29.320 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
11:10:29.323 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
11:10:29.329 |I| Launcher                      | :1                 | Creating Root ScriptableObject
11:10:29.330 |I| Launcher                      | :1                 | Subscribing for events
11:10:29.361 |I| Launcher                      | :1                 | Start running backend
11:10:29.365 |V| Launcher                      | :1                 | Waiting connection...
11:10:29.474 |V| Server                        | ServerSocket-UnityServer-Receiver:361 | ServerSocket-UnityServer : accepted
11:10:29.474 |V| Server                        | ServerSocket-UnityServer-Receiver:361 | ServerSocket-UnityServer : connected
11:10:29.498 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:361 | RESUME :: state=AsyncProcessing
11:10:30.783 |V| Launcher                      | :1                 | Ready!
11:10:31.096 |V| Base                          | :1                 | closing server socket
11:10:31.111 |V| Server                        | :1                 | ServerSocket-UnityServer: start termination of lifetime
11:10:31.113 |V| Server                        | :1                 | ServerSocket-UnityServer: send buffer stopped, success: True
11:10:31.113 |V| Server                        | :1                 | ServerSocket-UnityServer: closing socket because of lifetime
11:10:31.114 |V| Server                        | :1                 | ServerSocket-UnityServer: waiting for receiver thread
11:10:31.115 |V| Server                        | ServerSocket-UnityServer-Receiver:361 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer interrupted
11:10:31.117 |V| Server                        | ServerSocket-UnityServer-Receiver:361 | ServerSocket-UnityServer: Total traffic: sent 1253, received 1065
11:10:31.119 |V| Server                        | ServerSocket-UnityServer-Receiver:361 | ServerSocket-UnityServer: terminated.
11:10:31.119 |V| Server                        | :1                 | ServerSocket-UnityServer: termination finished
11:10:39.628 |I| Launcher                      | :1                 | Checking if build hasn't expired.
11:10:39.651 |I| Launcher                      | :1                 | Starting RiderFlow frontend
11:10:39.690 |V| ServerSocket-UnityServer-Sender| :1                 | PAUSE ('Disconnected') :: state=Initialized
11:10:39.738 |V| Server                        | :1                 | ServerSocket-UnityServer : started, port: 50117
11:10:39.741 |V| Server                        | ServerSocket-UnityServer-Receiver:370 | ServerSocket-UnityServer : accepting, port: 50117
11:10:40.606 |V| RiderFlowAnalytics            | :1                 | Found 'analytics' in /Users/home/.config/RiderFlow. Trying to extract use guid...
11:10:40.609 |V| RiderFlowAnalytics            | :1                 | Found uuid in 'analytics'.
11:10:40.615 |I| Launcher                      | :1                 | Creating Root ScriptableObject
11:10:40.615 |I| Launcher                      | :1                 | Subscribing for events
11:10:40.645 |I| Launcher                      | :1                 | Start running backend
11:10:40.650 |V| Launcher                      | :1                 | Waiting connection...
11:10:41.178 |V| Server                        | ServerSocket-UnityServer-Receiver:370 | ServerSocket-UnityServer : accepted
11:10:41.179 |V| Server                        | ServerSocket-UnityServer-Receiver:370 | ServerSocket-UnityServer : connected
11:10:41.214 |V| ServerSocket-UnityServer-Sender| ServerSocket-UnityServer-Receiver:370 | RESUME :: state=AsyncProcessing
11:10:42.582 |V| Launcher                      | :1                 | Ready!
11:13:28.526 |V| Server                        | ServerSocket-UnityServer-Receiver:370 | Exception in SocketWire.Receive: SocketException ServerSocket-UnityServer Connection reset by peer
