23:06:31.669 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
23:09:08.507 |V| PsiFiles                      | :1                 | Batch completed. IsFailured=False
23:09:08.507 |V| PsiFiles                      | :1                 | Sync final action
23:09:08.507 |V| PsiFiles                      | :1                 | Commit is finished
23:09:08.507 |V| PsiFiles                      | :1                 | Batch succeeded
23:09:08.507 |V| PsiFiles                      | :1                 | Nothing to start
23:09:08.509 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
23:09:08.509 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_a345bf97-9e01-4e05-bba6-2fa4ee0d0733::Commit
23:09:08.509 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_4c962491-c661-4d15-91e0-f9344e9a4c1b::Commit
23:09:08.509 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_110aeb94-29b4-4671-ba1a-b6cc25c46dcc::Commit
23:09:08.509 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_cdd700b6-b656-4994-bb89-9e356f328e98::Commit
23:09:08.509 |V| PsiFiles                      | :1                 | OnBatchSucceeded completed
23:09:08.509 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::72a8229b-4a15-4f0f-b010-2b199e8618d5::myParticipantsJob finished
23:09:08.509 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::72a8229b-4a15-4f0f-b010-2b199e8618d5 finished
23:09:08.509 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.555 |V| UnityMarkupHost               | :1                 | Started suppression: Typing session.
23:09:08.555 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'Smart backspace'
23:09:08.555 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'Smart backspace'
23:09:08.556 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'TextControl.Backspace'
23:09:08.556 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnBeforeDocumentChanged
23:09:08.556 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.556 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by ProcessState
23:09:08.556 |V| DaemonImpl                    | :1                 | DaemonStateChanged: /Users/home/Documents/Unity/Coding/Assets/Scripts/PlayerController.cs INVALIDATED File will be reanalysed. Indicator: Invalid File will be reanalysed, Process: OFF
23:09:08.556 |V| UnityDaemonHost               | :1                 | DaemonState -> INVALIDATED, HighlightingProgressState -> OFF, Document: PlayerController.cs
23:09:08.556 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.557 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.557 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.557 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.557 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.557 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.557 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnDocumentChanged
23:09:08.558 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.558 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.558 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'TextControl.Backspace'
23:09:08.559 |V| AsyncCommitServiceImpl        | JetPool(S) #1:14   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_1fbd070f-237b-4aee-9d7e-56a4e935f412::Commit, no delay
23:09:08.559 |V| AsyncCommitServiceImpl        | JetPool(S) #4:17   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_2b321aad-117f-447a-a2e6-dabef1e9927f::Commit, no delay
23:09:08.559 |V| AsyncCommitServiceImpl        | JetPool(S) #3:16   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_34ada75c-8e6a-4579-a4a5-37198d7ee05e::Commit, no delay
23:09:08.559 |V| AsyncCommitServiceImpl        | JetPool(S) #7:20   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_dcdcf20a-331a-46fb-8404-9fa6f7c626cc::Commit, no delay
23:09:08.561 |V| UnityMarkupHost               | :1                 | Stopped suppression: Typing session. Remaining requests: 0.
23:09:08.561 |V| UnityMarkupHost               | :1                 | Suppressor was released.
23:09:08.616 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
23:09:08.616 |V| AsyncCommitServiceImpl        | :1                 | Commit for (7pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_1fbd070f-237b-4aee-9d7e-56a4e935f412::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_2b321aad-117f-447a-a2e6-dabef1e9927f::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_34ada75c-8e6a-4579-a4a5-37198d7ee05e::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_dcdcf20a-331a-46fb-8404-9fa6f7c626cc::Commit]
23:09:08.616 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by BeforeCommit
23:09:08.617 |V| PsiFiles                      | :1                 | Commit is started
23:09:08.617 |V| PsiFiles                      | :1                 | Starting batch. Files 0 to 1 of 1
23:09:08.617 |V| PsiFiles                      | :1                 | CommitProcessAsync2::Execute sync=False
23:09:08.617 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::366585bc-4a98-4bb2-adc1-80ce9f2ffc64 started
23:09:08.617 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::366585bc-4a98-4bb2-adc1-80ce9f2ffc64::myPsiJob started
23:09:08.620 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.620 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.620 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnPsiBuilt: NeedCachesUpdate=True
23:09:08.620 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::366585bc-4a98-4bb2-adc1-80ce9f2ffc64::myParticipantsJob started
23:09:08.620 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::366585bc-4a98-4bb2-adc1-80ce9f2ffc64::myPsiJob finished
23:09:08.631 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
23:09:08.632 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.632 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.633 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnSuccess
23:09:08.633 |V| PsiFiles                      | :1                 | Batch completed. IsFailured=False
23:09:08.633 |V| PsiFiles                      | :1                 | Sync final action
23:09:08.633 |V| PsiFiles                      | :1                 | Commit is finished
23:09:08.633 |V| PsiFiles                      | :1                 | Batch succeeded
23:09:08.633 |V| PsiFiles                      | :1                 | Nothing to start
23:09:08.645 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
23:09:08.645 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_1fbd070f-237b-4aee-9d7e-56a4e935f412::Commit
23:09:08.645 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_2b321aad-117f-447a-a2e6-dabef1e9927f::Commit
23:09:08.645 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_34ada75c-8e6a-4579-a4a5-37198d7ee05e::Commit
23:09:08.645 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_dcdcf20a-331a-46fb-8404-9fa6f7c626cc::Commit
23:09:08.645 |V| PsiFiles                      | :1                 | OnBatchSucceeded completed
23:09:08.645 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::366585bc-4a98-4bb2-adc1-80ce9f2ffc64::myParticipantsJob finished
23:09:08.645 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::366585bc-4a98-4bb2-adc1-80ce9f2ffc64 finished
23:09:08.645 |V| UnityMarkupHost               | :1                 | Started suppression: Typing session.
23:09:08.648 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'Smart backspace'
23:09:08.648 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'Smart backspace'
23:09:08.649 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'TextControl.Backspace'
23:09:08.649 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnBeforeDocumentChanged
23:09:08.649 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.649 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by ProcessState
23:09:08.649 |V| DaemonImpl                    | :1                 | DaemonStateChanged: /Users/home/Documents/Unity/Coding/Assets/Scripts/PlayerController.cs INVALIDATED File will be reanalysed. Indicator: Invalid File will be reanalysed, Process: OFF
23:09:08.649 |V| UnityDaemonHost               | :1                 | DaemonState -> INVALIDATED, HighlightingProgressState -> OFF, Document: PlayerController.cs
23:09:08.649 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.651 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.651 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.651 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.651 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.652 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.652 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.652 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnDocumentChanged
23:09:08.653 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.653 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.653 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'TextControl.Backspace'
23:09:08.656 |V| UnityMarkupHost               | :1                 | Stopped suppression: Typing session. Remaining requests: 0.
23:09:08.656 |V| UnityMarkupHost               | :1                 | Suppressor was released.
23:09:08.695 |V| AsyncCommitServiceImpl        | JetPool(S) #7:20   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_3f88bb8f-d3bd-406d-af8e-872a411ab3e6::Commit, no delay
23:09:08.695 |V| AsyncCommitServiceImpl        | JetPool(S) #4:17   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_0dca6775-ed42-4b74-ad65-210a58eb26c7::Commit, no delay
23:09:08.695 |V| AsyncCommitServiceImpl        | JetPool(S) #3:16   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_66007e8b-7227-4b8d-8969-a9711608d58b::Commit, no delay
23:09:08.695 |V| AsyncCommitServiceImpl        | JetPool(S) #1:14   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_c0995e10-db68-4015-820f-0b3e1a7297a3::Commit, no delay
23:09:08.721 |V| UnityMarkupHost               | :1                 | Started suppression: Typing session.
23:09:08.723 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'Smart backspace'
23:09:08.723 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'Smart backspace'
23:09:08.724 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'TextControl.Backspace'
23:09:08.724 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnBeforeDocumentChanged
23:09:08.724 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.724 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by ProcessState
23:09:08.724 |V| DaemonImpl                    | :1                 | DaemonStateChanged: /Users/home/Documents/Unity/Coding/Assets/Scripts/PlayerController.cs INVALIDATED File will be reanalysed. Indicator: Invalid File will be reanalysed, Process: OFF
23:09:08.724 |V| UnityDaemonHost               | :1                 | DaemonState -> INVALIDATED, HighlightingProgressState -> OFF, Document: PlayerController.cs
23:09:08.724 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.725 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.725 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.725 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.725 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.726 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.726 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.726 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnDocumentChanged
23:09:08.727 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.727 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.727 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'TextControl.Backspace'
23:09:08.729 |V| UnityMarkupHost               | :1                 | Stopped suppression: Typing session. Remaining requests: 0.
23:09:08.729 |V| UnityMarkupHost               | :1                 | Suppressor was released.
23:09:08.735 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
23:09:08.735 |V| AsyncCommitServiceImpl        | :1                 | Commit for (7pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_3f88bb8f-d3bd-406d-af8e-872a411ab3e6::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_0dca6775-ed42-4b74-ad65-210a58eb26c7::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_66007e8b-7227-4b8d-8969-a9711608d58b::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_c0995e10-db68-4015-820f-0b3e1a7297a3::Commit]
23:09:08.735 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by BeforeCommit
23:09:08.736 |V| PsiFiles                      | :1                 | Commit is started
23:09:08.736 |V| PsiFiles                      | :1                 | Starting batch. Files 0 to 1 of 1
23:09:08.736 |V| PsiFiles                      | :1                 | CommitProcessAsync2::Execute sync=False
23:09:08.736 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::14cfd0e3-1a8f-4449-9d58-9fe1706e6b9a started
23:09:08.736 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::14cfd0e3-1a8f-4449-9d58-9fe1706e6b9a::myPsiJob started
23:09:08.738 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.738 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.738 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnPsiBuilt: NeedCachesUpdate=True
23:09:08.738 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::14cfd0e3-1a8f-4449-9d58-9fe1706e6b9a::myParticipantsJob started
23:09:08.739 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::14cfd0e3-1a8f-4449-9d58-9fe1706e6b9a::myPsiJob finished
23:09:08.750 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
23:09:08.751 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.751 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.751 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnSuccess
23:09:08.751 |V| PsiFiles                      | :1                 | Batch completed. IsFailured=False
23:09:08.751 |V| PsiFiles                      | :1                 | Sync final action
23:09:08.751 |V| PsiFiles                      | :1                 | Commit is finished
23:09:08.751 |V| PsiFiles                      | :1                 | Batch succeeded
23:09:08.751 |V| PsiFiles                      | :1                 | Nothing to start
23:09:08.754 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
23:09:08.754 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_3f88bb8f-d3bd-406d-af8e-872a411ab3e6::Commit
23:09:08.754 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_0dca6775-ed42-4b74-ad65-210a58eb26c7::Commit
23:09:08.754 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_66007e8b-7227-4b8d-8969-a9711608d58b::Commit
23:09:08.754 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_c0995e10-db68-4015-820f-0b3e1a7297a3::Commit
23:09:08.754 |V| PsiFiles                      | :1                 | OnBatchSucceeded completed
23:09:08.754 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::14cfd0e3-1a8f-4449-9d58-9fe1706e6b9a::myParticipantsJob finished
23:09:08.754 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::14cfd0e3-1a8f-4449-9d58-9fe1706e6b9a finished
23:09:08.754 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.805 |V| UnityMarkupHost               | :1                 | Started suppression: Typing session.
23:09:08.806 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'Smart backspace'
23:09:08.806 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'Smart backspace'
23:09:08.806 |V| RiderCommandProcessorHost     | :1                 | >>> Start command 'TextControl.Backspace'
23:09:08.807 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnBeforeDocumentChanged
23:09:08.807 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.807 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by ProcessState
23:09:08.807 |V| DaemonImpl                    | :1                 | DaemonStateChanged: /Users/home/Documents/Unity/Coding/Assets/Scripts/PlayerController.cs INVALIDATED File will be reanalysed. Indicator: Invalid File will be reanalysed, Process: OFF
23:09:08.807 |V| UnityDaemonHost               | :1                 | DaemonState -> INVALIDATED, HighlightingProgressState -> OFF, Document: PlayerController.cs
23:09:08.807 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by StateWithDescription
23:09:08.808 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.808 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.808 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.808 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
23:09:08.808 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
23:09:08.808 |V| DaemonImpl                    | :1                 | CreateDaemonForDocument <Assembly-CSharp>\Assets\Scripts\PlayerController.cs by OnDocumentChanged
23:09:08.808 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_4d79ec89-1666-4a76-9afd-f7af48e59835::Commit, no delay
23:09:08.809 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_1f1b4263-254b-4610-9cc7-d8fd5f401c26::Commit, no delay
23:09:08.809 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_20519a5a-8456-40d9-88c8-d02b55540b64::Commit, no delay
23:09:08.809 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_53f86947-ff66-4a0d-90b9-6aee7b6f99ec::Commit, no delay
23:09:08.809 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host))
23:09:08.809 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::ContextConsumer.OnCommittedPsiHandler::ContextHighlighterPsiFileView(ClientId(Host)), no delay
23:09:08.809 |V| RiderCommandProcessorHost     | :1                 | <<< End command 'TextControl.Backspace'
23:09:08.812 |V| UnityMarkupHost               | :1                 | Stopped suppression: Typing session. Remaining requests: 0.
23:09:08.812 |V| UnityMarkupHost               | :1                 | Suppressor was released.
23:09:08.856 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
